SERVICE_DELETE_START
#存款核心
3012030001	02	CDFA
3012030001	03	RDFA
3012030001	03	CDFA
3012030001	04	RDFA
3012030001	04	CDFA
3012030001	05	RDFA
3012030001	05	CDFA
3012030001	06	RDFA
3012030001	06	CDFA
3012030002	01	RDFA
3012030002	01	CDFA
3012030002	02	RDFA
3012030002	02	CDFA
3012030003	01	RDFA
3012030003	01	CDFA
3012030004	01	RDFA
3012030004	01	CDFA
3012030005	01	RDFA
3012030005	01	CDFA
3012030006	01	RDFA
3012030006	01	CDFA
3012030006	02	RDFA
3012030006	02	CDFA
3012030007	01	RDFA
3012030007	01	CDFA
3012030007	02	RDFA
3012030007	02	CDFA
3012030007	03	RDFA
3012030007	03	CDFA
3012030008	01	RDFA
3012030008	01	CDFA
3012030009	01	RDFA
3012030009	01	CDFA
3012040001	01	RDFA
3012040001	01	CDFA
3012040001	02	RDFA
3012040001	02	CDFA
3012040001	03	RDFA
3012040001	03	CDFA
3012040001	04	RDFA
3012040001	04	CDFA
3012040002	01	RDFA
3012040002	01	CDFA
3012040002	02	RDFA
3012040002	02	CDFA
3012040003	01	RDFA
3012040003	01	CDFA
3012040003	02	RDFA
3012040003	02	CDFA
3012040003	03	RDFA
3012040003	03	CDFA
3012040004	01	RDFA
3012040004	01	CDFA
3012040005	01	RDFA
3012040005	01	CDFA
3012040006	02	RDFA
3012040006	02	CDFA
3012040006	03	RDFA
3012040006	03	CDFA
3012040006	04	RDFA
3012040006	04	CDFA
3012040006	05	RDFA
3012040006	05	CDFA
3012040007	01	RDFA
3012040007	01	CDFA
3012040007	02	RDFA
3012040007	02	CDFA
3013020001	01	RDFA
3013020001	01	CDFA
3013020001	02	RDFA
3013020001	02	CDFA
3013020001	03	RDFA
3013020001	03	CDFA
3013020002	01	RDFA
3013020002	01	CDFA
3013020002	02	RDFA
3013020002	02	CDFA
3013020002	03	RDFA
3013020002	03	CDFA
3013020003	01	RDFA
3013020003	01	CDFA
3013020003	02	RDFA
3013020003	02	CDFA
3013020003	03	RDFA
3013020003	03	CDFA
3013020003	04	RDFA
3013020003	04	CDFA
3013020004	01	RDFA
3013020004	01	CDFA
3013020004	02	RDFA
3013020004	02	CDFA
3013020005	01	RDFA
3013020005	01	CDFA
3013020005	02	RDFA
3013020005	02	CDFA
3013020005	03	RDFA
3013020005	03	CDFA
3013020006	01	RDFA
3013020006	01	CDFA
3013020007	01	RDFA
3013020007	01	CDFA
3013020007	02	RDFA
3013020007	02	CDFA
3013020007	03	RDFA
3013020007	03	CDFA
3013020007	04	RDFA
3013020007	04	CDFA
3013020007	05	RDFA
3013020007	05	CDFA
3013020007	06	RDFA
3013020007	06	CDFA
3013020007	07	RDFA
3013020007	07	CDFA
3013020007	08	RDFA
3013020007	08	CDFA
3013020007	09	RDFA
3013020007	09	CDFA
3013020007	10	RDFA
3013020007	10	CDFA
3013020007	11	RDFA
3013020007	11	CDFA
3013020007	12	RDFA
3013020007	12	CDFA
3013020008	01	RDFA
3013020008	01	CDFA
3013020008	02	RDFA
3013020008	02	CDFA
3013020008	03	RDFA
3013020008	03	CDFA
3013020009	01	RDFA
3013020009	01	CDFA
3013020009	02	RDFA
3013020009	02	CDFA
3013020010	01	RDFA
3013020010	01	CDFA
3013020010	02	RDFA
3013020010	02	CDFA
3013020010	03	RDFA
3013020010	03	CDFA
3013020010	04	RDFA
3013020010	04	CDFA
3013020011	01	RDFA
3013020011	01	CDFA
3013020011	02	RDFA
3013020011	02	CDFA
3013020012	01	RDFA
3013020012	01	CDFA
3013020012	02	RDFA
3013020012	02	CDFA
3013020012	03	RDFA
3013020012	03	CDFA
3013020012	04	RDFA
3013020012	04	CDFA
3013020012	05	RDFA
3013020012	05	CDFA
3013020012	06	RDFA
3013020012	06	CDFA
3013020013	01	RDFA
3013020013	01	CDFA
3013020013	02	RDFA
3013020013	02	CDFA
3013020014	01	RDFA
3013020014	01	CDFA
3013020014	02	RDFA
3013020014	02	CDFA
3013020014	03	RDFA
3013020014	03	CDFA
3013020014	04	RDFA
3013020014	04	CDFA
3013020014	05	RDFA
3013020014	05	CDFA
3013020014	06	RDFA
3013020014	06	CDFA
3013020014	07	RDFA
3013020014	07	CDFA
3013020014	08	RDFA
3013020014	08	CDFA
3013020014	09	RDFA
3013020014	09	CDFA
3013020015	01	RDFA
3013020015	01	CDFA
3013020015	02	RDFA
3013020015	02	CDFA
3013020016	01	RDFA
3013020016	01	CDFA
3013020017	01	RDFA
3013020017	01	CDFA
3013020017	02	RDFA
3013020017	02	CDFA
3013030001	01	RDFA
3013030001	01	CDFA
3013030002	01	RDFA
3013030002	01	CDFA
3013030002	02	RDFA
3013030002	02	CDFA
3013030002	03	RDFA
3013030002	03	CDFA
3013040002	01	RDFA
3013040002	01	CDFA
3013040004	01	RDFA
3013040004	01	CDFA
3013040005	01	RDFA
3013040005	01	CDFA
3013040005	02	RDFA
3013040005	02	CDFA
3013040005	03	RDFA
3013040005	03	CDFA
3013040006	01	RDFA
3013040006	01	CDFA
3013040007	01	RDFA
3013040007	01	CDFA
3013040007	02	RDFA
3013040007	02	CDFA
3013040007	03	RDFA
3013040007	03	CDFA
3013040008	01	RDFA
3013040008	01	CDFA
3013040009	01	RDFA
3013040009	01	CDFA
3013040010	01	RDFA
3013040010	01	CDFA
3013040011	01	RDFA
3013040011	01	CDFA
3013040011	02	RDFA
3013040011	02	CDFA
3013040011	03	RDFA
3013040011	03	CDFA
3013040011	04	RDFA
3013040011	04	CDFA
3013040012	01	RDFA
3013040012	01	CDFA
3013040012	02	RDFA
3013040012	02	CDFA
3013040013	01	RDFA
3013040013	01	CDFA
3013040014	01	RDFA
3013040014	01	CDFA
3014040001	01	RDFA
3014040001	01	CDFA
3014040001	02	RDFA
3014040001	02	CDFA
3014040002	01	RDFA
3014040002	01	CDFA
3014040002	02	RDFA
3014040002	02	CDFA
3014040003	01	RDFA
3014040003	01	CDFA
3014040003	02	RDFA
3014040003	02	CDFA
3014040003	03	RDFA
3014040003	03	CDFA
3014040003	04	RDFA
3014040003	04	CDFA
3014040004	01	RDFA
3014040004	01	CDFA
3014040004	02	RDFA
3014040004	02	CDFA
3015020001	01	RDFA
3015020001	01	CDFA
3015020002	01	RDFA
3015020002	01	CDFA
3015020002	02	RDFA
3015020002	02	CDFA
3015020002	03	RDFA
3015020002	03	CDFA
3015020002	04	RDFA
3015020002	04	CDFA
3022010001	01	CM
3022010001	02	CM
3022010001	03	CM
3022010001	04	CM
3022010001	05	CM
3022010001	07	CM
3021010001	01	CM
3021010001	02	CM
3021010002	01	CM
3023010001	01	CM
3023010001	02	CM
3023010002	01	CM
3023010002	02	CM
3022010002	01	CM
3022010002	02	CM
3021010003	01	CM
#ecif
2012010001	01	CM
2012010001	02	CM
2012010001	03	CM
2012010001	04	CM
2012010002	01	CM
2012010002	02	CM
2012010002	03	CM
2012010002	04	CM
2012010002	05	CM
2012010003	01	CM
2012010003	02	CM
2012010003	03	CM
2012010004	01	CM
2012020001	01	RDFA
2012020001	02	RDFA
2012020001	03	RDFA
2012020001	04	RDFA
2012020001	05	CDFA
2012020001	06	CDFA
2012020001	07	CDFA
2012020001	08	CDFA
2012020001	09	RDFA
2012020002	01	RDFA
2012020002	02	RDFA
2012020002	03	CDFA
2012020002	04	CDFA
2012020003	01	RDFA
2012020003	02	RDFA
2012020003	03	CDFA
2012020003	04	CDFA
2012020004	01	RDFA
2012020004	02	RDFA
2012020004	03	CDFA
2012020004	04	CDFA
2012020005	01	RDFA
2012020005	02	RDFA
2012020005	03	CDFA
2012020005	04	CDFA
2012020006	01	RDFA
2012020006	02	RDFA
2012020006	03	CDFA
2012020006	04	CDFA
2012020007	01	RDFA
2012020007	02	CDFA
2012020008	01	
2012020008	02	
2012020008	03	
2012020008	04	
2012020008	05	RDFA
2012020008	06	RDFA
2012020009	01	RDFA
2012020009	02	RDFA
2012020010	01	RDFA
2012020010	02	RDFA
2012020010	03	RDFA
2012020010	04	CDFA
2012020010	05	CDFA
2012020010	06	CDFA
2012020011	01	RDFA
2012020011	02	RDFA
2012020012	01	RDFA
2012020012	02	RDFA
2012020013	01	RDFA
2012020013	02	RDFA
2012020013	03	RDFA
2012030001	01	CDFA
2012030001	02	
2012030001	03	
2012030001	04	
2012030001	05	
2012030001	06	CDFA
2012030001	07	CDFA
2012030001	08	CDFA
2012030001	09	CDFA
2012030002	01	CDFA
2012030002	02	CDFA
2012030003	01	CDFA
2012030003	02	CDFA
2012030004	01	CDFA
2012030004	02	CDFA
2012030005	01	CDFA
2012030005	02	CDFA
2012030006	01	CDFA
2012030006	02	CDFA
2012030006	03	CDFA
2013010001	01	CS
2013010002	01	CS
2013010002	02	CS
2013020001	01	RDFA
2013020001	02	RDFA
2013020001	03	RDFA
2013020001	04	CDFA
2013020001	05	CDFA
2013020001	06	CDFA
2013020002	01	RDFA
2013020002	02	RDFA
2013020002	03	CDFA
2013020002	04	CDFA
2013020003	01	RDFA
2013020003	02	RDFA
2013020003	03	RDFA
2013020003	04	CDFA
2013020003	05	CDFA
2013020003	06	CDFA
2013020004	01	RDFA
2013020004	02	RDFA
2013020004	03	CDFA
2013020004	04	CDFA
2013020005	01	RDFA
2013020005	02	RDFA
2013020005	03	RDFA
2013020006	01	RDFA
2013020007	01	RDFA
2013020008	01	RDFA
2013030001	01	CDFA
2013030001	02	CDFA
2013030001	03	CDFA
2013030001	04	CDFA
2013030001	05	CDFA
2013030001	06	
2013030002	01	CDFA
2013030003	01	CDFA
2013030004	01	CDFA
#PAY
3041010001	01	CM
3041010001	02	CM
3041010001	04	CM
3041010001	05	CM
3041010002	01	CM
3041010002	02	CM
3041020001	01	RDFA
3041020001	02	RDFA
3041020002	01	RDFA
3041020002	02	RDFA
3041020003	01	RDFA
3041020004	01	RDFA
3041020005	01	RDFA
